segment_id,segment_name,department_id,department_name,category_id,category_name,subcategory_id,subcategory_name
82802,Food/Beverage,82821,Bread/Bakery Products,82997,Savoury Bakery Products,87464,Pies/Pastries/Pizzas/Quiches - Savoury (Perishable)
82802,Food/Beverage,82821,Bread/Bakery Products,82997,Savoury Bakery Products,86145,Pies/Pastries/Pizzas/Quiches - Hot Savoury
82802,Food/Beverage,82821,Bread/Bakery Products,83012,Sweet Bakery Products,87332,Cakes - Sweet - Includes Pancakes
82802,Food/Beverage,82821,Bread/Bakery Products,83012,Sweet Bakery Products,83533,Cakes - Sweet (Perishable)
82802,Food/Beverage,82821,Bread/Bakery Products,83012,Sweet Bakery Products,83977,Pies/Pastries - Sweet (Frozen)
82802,Food/Beverage,82821,Bread/Bakery Products,83012,Sweet Bakery Products,83978,Pies/Pastries - Sweet (Perishable)
82802,Food/Beverage,82821,Bread/Bakery Products,83012,Sweet Bakery Products,87331,Pies/Pastries - Sweet (Perishable)
82802,Food/Beverage,82821,Bread/Bakery Products,83012,Sweet Bakery Products,85927,Pies/Pastries - Sweet (Shelf Stable)
82802,Food/Beverage,82822,Cereal/Grain/Pulse Products,82933,Grains/Flour,83680,Flour - Cereal/Pulse (Shelf Stable)
82802,Food/Beverage,82822,Cereal/Grain/Pulse Products,82933,Grains/Flour,83681,Flour - Cereal/Pulse (Shelf Stable)
82802,Food/Beverage,82822,Cereal/Grain/Pulse Products,82933,Grains/Flour,83751,Grains/Cereal - Not Ready to Eat - (Shelf Stable)
82802,Food/Beverage,82822,Cereal/Grain/Pulse Products,82933,Grains/Flour,83752,Grains/Cereal - Not Ready to Eat - (Shelf Stable)
82802,Food/Beverage,82822,Cereal/Grain/Pulse Products,82933,Grains/Flour,89187,Grains/Cereal _ Ready to Eat _ (Perishable)
82802,Food/Beverage,82822,Cereal/Grain/Pulse Products,82933,Grains/Flour,83753,Grains/Cereal - Ready to Eat - (Shelf Stable)
82802,Food/Beverage,82822,Cereal/Grain/Pulse Products,82933,Grains/Flour,83754,Grains/Cereal - Ready to Eat - (Shelf Stable)
82802,Food/Beverage,82822,Cereal/Grain/Pulse Products,82933,Grains/Flour,84305,Made In House Granola
82802,Food/Beverage,82822,Cereal/Grain/Pulse Products,82993,Processed Cereal Products,83550,Cereal/Muesli Bars
82802,Food/Beverage,82822,Cereal/Grain/Pulse Products,82993,Processed Cereal Products,83551,Cereals Products - Ready to Eat (Shelf Stable)
82802,Food/Beverage,82825,Confectionery/Sugar Sweetening Products,82900,Confectionery Products,83571,Chewing Gum
82802,Food/Beverage,82825,Confectionery/Sugar Sweetening Products,82900,Confectionery Products,83583,Chocolate and Chocolate/Sugar Combination - Confectionery - In House Made
82802,Food/Beverage,82825,Confectionery/Sugar Sweetening Products,82900,Confectionery Products,83586,Chocolate and Chocolate/Sugar Combination - Confectionery - In House Packaged & Bulk Bin
82802,Food/Beverage,82825,Confectionery/Sugar Sweetening Products,82900,Confectionery Products,83585,Chocolate and Chocolate/Sugar Combination - Confectionery - Vendor Packaged Artisan (Local
82802,Food/Beverage,82825,Confectionery/Sugar Sweetening Products,82900,Confectionery Products,83584,Chocolate and Chocolate/Sugar Combination - Confectionery - Vendor Packaged/Commodity
82802,Food/Beverage,82825,Confectionery/Sugar Sweetening Products,82900,Confectionery Products,83736,Fruit Snacks
82802,Food/Beverage,82825,Confectionery/Sugar Sweetening Products,82900,Confectionery Products,83771,Hard Candy
82802,Food/Beverage,82825,Confectionery/Sugar Sweetening Products,82900,Confectionery Products,83866,Licorice
82802,Food/Beverage,82825,Confectionery/Sugar Sweetening Products,82900,Confectionery Products,84089,Specialty: Chocolate & Sweets: Sweets: Caramels
82802,Food/Beverage,82825,Confectionery/Sugar Sweetening Products,82900,Confectionery Products,84137,Sugar Candy/Sugar Candy Substitutes Confectionery
82802,Food/Beverage,82825,Confectionery/Sugar Sweetening Products,82900,Confectionery Products,84138,Sugar Candy/Sugar Candy Substitutes Confectionery
82802,Food/Beverage,82825,Confectionery/Sugar Sweetening Products,82901,Confectionery/Sugar Sweetening Products Variety Packs,83602,Confectionery/Sugar Sweetening Products Variety Packs
82802,Food/Beverage,82825,Confectionery/Sugar Sweetening Products,83011,Sugars/Sugar Substitute Products,84142,Sugar/Sugar Substitutes - In House Packaged & Bulk Bin
82802,Food/Beverage,82825,Confectionery/Sugar Sweetening Products,83011,Sugars/Sugar Substitute Products,84141,Sugar/Sugar Substitutes - Vendor Packaged
82802,Food/Beverage,82825,Confectionery/Sugar Sweetening Products,83011,Sugars/Sugar Substitute Products,84151,Syrup/Treacle/Molasses - In House Packaged & Bulk Bin
82802,Food/Beverage,82825,Confectionery/Sugar Sweetening Products,83011,Sugars/Sugar Substitute Products,84150,Syrup/Treacle/Molasses - Vendor Packaged
82802,Food/Beverage,82829,Food/Beverage Variety Packs,82921,Food/Beverage Variety Packs,83686,Food/Beverage Variety Packs
82802,Food/Beverage,82829,Food/Beverage Variety Packs,82921,Food/Beverage Variety Packs,83890,Misc. Raw Foods
82802,Food/Beverage,82829,Food/Beverage Variety Packs,82921,Food/Beverage Variety Packs,83894,Miscellaneous Specialty
82802,Food/Beverage,82831,Fruits - Unprepared/Unprocessed (Fresh),82873,Avocados,83470,Avocados - Pebbled Peel (Hass_Type)
82802,Food/Beverage,82831,Fruits - Unprepared/Unprocessed (Fresh),82879,Bananas,83494,Bananas
82802,Food/Beverage,82831,Fruits - Unprepared/Unprocessed (Fresh),82883,Berries/Small Fruit,83513,Blackberries
